,food items,Allergy,Avg Serving Size,Calories,Category,Carbs,Total Fat,Saturated Fat,Protein,Fiber,Cholesterol,Sodium,Sugar,Potassium,Magnesium,Phosphorus,Vitamin C,Vitamin A,Calcium,Iron,Zinc,Vitamin E,Vitamin K,Serving_Size_Grams,Calories_per_100g,Carbs_per_100g,Total Fat_per_100g,Saturated Fat_per_100g,Protein_per_100g,Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Sugar_per_100g,Potassium_per_100g,Magnesium_per_100g,Phosphorus_per_100g,Vitamin C_per_100g,Vitamin A_per_100g,Calcium_per_100g,Iron_per_100g,Zinc_per_100g,Vitamin E_per_100g,Vitamin K_per_100g
761,Chamomile tea,No allergy,200.0,2.0,Tea & Coffee,0.4,0.0,0.0,0.2,0.4,0.0,2.0,0.4,18.0,2.0,12.0,0.0,110.0,0.04,0.0,24.0,0.4,0.06,200.0,1.0,0.2,0.0,0.0,0.1,0.2,0.0,1.0,0.2,9.0,1.0,6.0,0.0,55.00000000000001,0.02,0.0,12.0,0.2,0.03
762,Cold Brew Coffee,No allergy,350.0,3.5,Tea & Coffee,0.35,0.0,0.0,0.35,0.0,0.0,17.5,0.0,210.0,17.5,17.5,0.0,0.0,0.0,0.0,14.0,0.35,0.105,350.0,1.0,0.1,0.0,0.0,0.1,0.0,0.0,5.0,0.0,60.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.1,0.03
763,Milk Tea,No allergy,400.0,196.0,Tea & Coffee,40.0,3.2,1.6,5.6,0.0,28.0,68.0,36.0,312.0,16.0,132.0,0.0,72.0,2.8,0.8,264.0,2.8,0.12,400.0,49.0,10.0,0.8,0.4,1.4,0.0,7.000000000000001,17.0,9.0,78.0,4.0,33.0,0.0,18.0,0.7,0.2,66.0,0.7,0.03
764,Boba Tea,No allergy,500.0,245.0,Tea & Coffee,59.0,2.0,0.5,1.5,0.0,10.0,70.0,51.5,50.0,10.0,100.0,50.0,0.0,0.5,0.5,50.0,1.0,0.5,500.0,49.0,11.799999999999999,0.4,0.1,0.3,0.0,2.0,14.000000000000002,10.299999999999999,10.0,2.0,20.0,10.0,0.0,0.1,0.1,10.0,0.2,0.1
765,Bubble Tea,No allergy,500.0,245.0,Tea & Coffee,59.0,2.0,0.5,1.5,0.0,10.0,70.0,51.5,50.0,10.0,100.0,50.0,0.0,0.5,0.5,50.0,1.0,0.5,500.0,49.0,11.799999999999999,0.4,0.1,0.3,0.0,2.0,14.000000000000002,10.299999999999999,10.0,2.0,20.0,10.0,0.0,0.1,0.1,10.0,0.2,0.1
766,Hibiscus tea,No allergy,400.0,148.0,Tea & Coffee,36.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,148.0,60.0,80.0,0.0,2080.0,6.4,27.2,156.0,2.4,0.4,400.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,37.0,15.0,20.0,0.0,520.0,1.6,6.800000000000001,39.0,0.6,0.1
767,Normal Milk,No allergy,100.0,61.0,Tea & Coffee,4.7,3.2,1.9,3.2,0.0,10.0,44.0,5.0,150.0,12.0,93.0,1.1,68.0,0.1,0.1,113.0,0.1,0.4,100.0,61.0,4.7,3.2,1.9,3.2,0.0,10.0,44.0,5.0,150.0,12.0,93.0,1.1,68.0,0.1,0.1,112.99999999999999,0.1,0.4
768,Condensed Milk,No allergy,110.0,353.1,Tea & Coffee,62.26,8.8,5.61,8.25,0.0,34.1,176.0,62.26,353.1,31.9,280.5,3.85,355.3,0.66,0.11,304.7,0.11,1.21,110.0,321.00000000000006,56.599999999999994,8.0,5.1000000000000005,7.5,0.0,31.0,160.0,56.599999999999994,321.00000000000006,28.999999999999996,254.99999999999997,3.5000000000000004,323.0,0.6,0.1,277.0,0.1,1.0999999999999999
769,Skim Milk,No allergy,100.0,34.0,Tea & Coffee,4.8,0.2,0.06,3.4,0.0,2.0,47.0,5.0,159.0,11.0,97.0,0.0,98.0,0.1,0.1,125.0,0.05,0.4,100.0,34.0,4.8,0.2,0.06,3.4000000000000004,0.0,2.0,47.0,5.0,159.0,11.0,97.0,0.0,98.0,0.1,0.1,125.0,0.05,0.4
770,Low Fat Milk,No allergy,100.0,46.0,Tea & Coffee,5.0,1.0,0.6,3.4,0.0,5.0,48.0,5.0,150.0,12.0,100.0,2.0,496.0,0.11,0.4,122.0,0.1,0.4,100.0,46.0,5.0,1.0,0.6,3.4000000000000004,0.0,5.0,48.0,5.0,150.0,12.0,100.0,2.0,496.0,0.11,0.4,122.0,0.1,0.4
771,Whole Milk,No allergy,103.0,62.83,Tea & Coffee,4.944,3.399,1.957,3.296,0.0,10.3,51.5,5.15,154.5,10.3,95.79,0.0,153.47,0.103,0.103,128.75,0.103,0.103,103.0,61.0,4.8,3.3000000000000003,1.9,3.2,0.0,10.0,50.0,5.0,150.0,10.0,93.0,0.0,149.0,0.1,0.1,125.0,0.1,0.1
772,Soya Milk,No allergy,102.0,55.08,Tea & Coffee,3.978,1.836,0.306,3.366,0.612,0.0,47.94,2.958,120.36,12.24,103.02,0.0,0.0,0.408,0.102,94.86,0.306,0.612,102.0,54.0,3.9,1.8000000000000003,0.3,3.3000000000000003,0.6,0.0,47.0,2.9000000000000004,118.0,12.0,101.0,0.0,0.0,0.4,0.1,93.0,0.3,0.6
773,Cow's Milk,No allergy,102.0,62.22,Tea & Coffee,4.896,3.366,1.938,3.264,0.0,10.2,51.0,5.1,153.0,10.2,94.86,0.0,151.98,0.102,0.102,127.5,0.102,0.102,102.0,61.0,4.8,3.3000000000000003,1.9,3.2,0.0,10.0,50.0,5.0,150.0,10.0,93.0,0.0,149.0,0.1,0.1,125.0,0.1,0.1
774,Goat's Milk,No allergy,103.0,71.07,Tea & Coffee,4.635,4.223,2.781,3.708,0.0,11.33,51.5,4.635,210.12,14.42,125.66,0.0,30.9,0.103,0.103,138.02,0.103,0.206,103.0,69.0,4.5,4.1000000000000005,2.7,3.6000000000000005,0.0,11.0,50.0,4.5,204.0,13.999999999999998,122.0,0.0,30.0,0.1,0.1,134.0,0.1,0.2
775,Sheep's Milk,No allergy,100.0,108.0,Tea & Coffee,5.4,7.2,4.7,5.4,0.0,11.0,50.0,5.4,132.0,14.0,170.0,3.4,127.0,0.1,1.8,193.0,0.1,0.7,100.0,108.0,5.4,7.200000000000001,4.7,5.4,0.0,11.0,50.0,5.4,132.0,14.000000000000002,170.0,3.4000000000000004,127.0,0.1,1.8000000000000003,193.0,0.1,0.7
776,Buffalo Milk,No allergy,100.0,97.0,Tea & Coffee,4.9,6.9,4.4,4.5,0.0,15.0,50.0,4.9,133.0,11.0,130.0,3.1,61.0,0.2,1.5,197.0,0.1,0.5,100.0,97.0,4.9,6.9,4.4,4.5,0.0,15.0,50.0,4.9,133.0,11.0,130.0,3.1,61.0,0.2,1.5,197.0,0.1,0.5
777,Acorn,No allergy,100.0,387.0,Healthy Fats,40.7,23.9,1.8,6.2,6.7,0.0,2.0,0.0,418.0,91.0,110.0,0.0,0.0,47.0,1.2,1.1,0.24,0.0,100.0,387.0,40.7,23.9,1.8000000000000003,6.2,6.7,0.0,2.0,0.0,418.0,91.0,110.00000000000001,0.0,0.0,47.0,1.2,1.1,0.24,0.0
778,Brazil nut,No allergy,28.0,183.67,Healthy Fats,0.98,18.76,4.228,4.004,0.588,0.0,0.84,0.392,184.52,105.28,203.0,0.0,0.0,44.8,0.7,1.148,1.596,0.0,28.0,655.9642857142857,3.4999999999999996,67.0,15.1,14.299999999999999,2.0999999999999996,0.0,3.0,1.4000000000000001,659.0000000000001,376.0,725.0,0.0,0.0,160.0,2.5,4.1,5.7,0.0
779,butternut,No allergy,120.0,54.0,Healthy Fats,14.88,0.12,0.0,1.2,3.36,0.0,3.6,3.12,342.0,52.8,50.4,9.6,127.2,57.6,0.72,0.96,0.72,1.32,120.0,45.0,12.400000000000002,0.1,0.0,1.0,2.8000000000000003,0.0,3.0000000000000004,2.6,285.0,44.0,42.0,8.0,106.0,48.00000000000001,0.6,0.8,0.6,1.1
780,Candlenuts,No allergy,28.0,200.76,Healthy Fats,4.032,21.112,4.228,2.156,3.304,0.0,0.0,0.252,175.84,40.88,63.28,0.028,0.0,15.12,1.12,0.448,0.196,0.0,28.0,717.0,14.399999999999999,75.39999999999999,15.1,7.7,11.799999999999999,0.0,0.0,0.8999999999999999,628.0,146.00000000000003,226.00000000000003,0.1,0.0,53.99999999999999,4.0,1.6,0.7000000000000001,0.0
781,Caraway Seed,No allergy,2.1,6.993,Healthy Fats,0.42,0.3066,0.0189,0.4158,0.798,0.0,0.357,0.0126,11.928,5.418,11.928,0.441,0.0,14.469,0.1155,0.0693,0.4158,0.0,2.1,333.0,20.0,14.6,0.8999999999999999,19.799999999999997,38.0,0.0,17.0,0.6,568.0,258.0,568.0,21.0,0.0,689.0,5.5,3.3000000000000003,19.799999999999997,0.0
782,Cashew,No allergy,28.0,154.85,Healthy Fats,8.4532,12.278,2.1784,5.1016,0.924,0.0,3.36,1.6548,184.8,81.76,166.04,0.14,0.0,10.36,1.8704,1.6184,0.252,0.0,28.0,553.0357142857142,30.19,43.85,7.779999999999999,18.22,3.3000000000000003,0.0,12.0,5.91,660.0,292.00000000000006,593.0,0.5,0.0,37.0,6.68,5.78,0.8999999999999999,0.0
783,Cedar Nut,No allergy,28.0,156.8,Healthy Fats,5.1716,12.656,1.806,6.258,0.98,0.0,0.56,1.0052,167.16,70.28,145.04,1.54,0.0,19.88,1.5484,1.3104,1.4924,1.988,28.0,560.0,18.47,45.2,6.45,22.35,3.4999999999999996,0.0,2.0,3.5900000000000003,597.0,251.00000000000003,518.0,5.5,0.0,71.0,5.53,4.68,5.33,7.1
784,Chia Seed,No allergy,28.0,136.08,Healthy Fats,11.7936,8.6072,0.9324,4.6312,9.632,0.0,4.48,0.2772,113.96,93.8,0.448,0.0,176.68,2.1616,1.2824,0.0812,0.14,0.0,28.0,486.00000000000006,42.12,30.740000000000002,3.3300000000000005,16.54,34.4,0.0,16.0,0.9900000000000001,406.99999999999994,335.0,1.6,0.0,631.0,7.720000000000001,4.58,0.29,0.5,0.0
785,Flax Seed,No allergy,10.0,53.4,Healthy Fats,2.888,4.216,0.3663,1.829,2.73,0.0,3.0,0.155,81.3,39.2,49.4,0.06,0.0,25.5,0.573,0.434,1.995,0.0,10.0,534.0,28.88,42.160000000000004,3.6630000000000003,18.29,27.3,0.0,30.0,1.55,812.9999999999999,392.00000000000006,493.99999999999994,0.6,0.0,254.99999999999997,5.7299999999999995,4.34,19.950000000000003,0.0
786,Hazelnut,No allergy,28.0,175.84,Healthy Fats,4.676,17.01,1.24964,4.186,2.716,0.0,0.84,1.2152,190.4,45.64,81.2,0.504,5.6,31.92,1.316,0.686,4.2084,3.976,28.0,628.0,16.7,60.75000000000001,4.463,14.95,9.700000000000001,0.0,3.0,4.34,680.0,163.0,290.0,1.7999999999999998,20.0,114.00000000000001,4.7,2.45,15.030000000000001,14.2
787,Heartnuts,No allergy,28.0,198.51,Healthy Fats,4.284,20.216,1.484,2.604,0.84,0.0,0.0,1.148,62.44,36.68,81.2,0.168,0.0,11.76,0.392,0.42,0.672,1.54,28.0,708.9642857142857,15.299999999999999,72.2,5.3,9.3,3.0,0.0,0.0,4.1,223.0,131.0,290.0,0.6,0.0,42.0,1.4000000000000001,1.5,2.4,5.5
788,Hemp Seed,No allergy,30.0,165.9,Healthy Fats,0.69,14.7,1.35,9.48,0.36,0.0,2.1,0.42,257.7,147.0,348.0,0.45,0.0,21.0,2.97,2.37,0.24,2.1,30.0,553.0,2.3,49.0,4.500000000000001,31.6,1.2,0.0,7.000000000000001,1.4000000000000001,859.0,490.00000000000006,1160.0,1.5000000000000002,0.0,70.0,9.9,7.9,0.8,7.000000000000001
789,Hickory Nut,No allergy,28.0,54.04,Healthy Fats,1.092,5.544,0.42,1.008,0.756,0.0,0.0,0.504,32.48,26.32,29.12,0.336,1.4,5.88,0.392,0.392,0.364,0.98,28.0,193.0,3.9,19.799999999999997,1.5,3.5999999999999996,2.7,0.0,0.0,1.7999999999999998,115.99999999999999,94.0,104.0,1.2,5.0,21.0,1.4000000000000001,1.4000000000000001,1.3,3.4999999999999996
790,Jackfruit Seed,No allergy,100.0,135.0,Healthy Fats,23.0,1.1,0.3,4.3,1.5,0.0,4.0,1.2,448.0,74.0,61.0,13.8,0.0,56.0,1.5,1.1,0.5,6.7,100.0,135.0,23.0,1.1,0.3,4.3,1.5,0.0,4.0,1.2,448.00000000000006,74.0,61.0,13.8,0.0,56.00000000000001,1.5,1.1,0.5,6.7
791,Kola Nut,No allergy,28.0,93.8,Healthy Fats,5.04,0.924,0.252,2.688,2.38,0.0,0.84,0.644,91.0,17.36,47.32,0.0,0.0,0.0,0.0,0.0,0.308,0.476,28.0,335.0,18.0,3.3000000000000003,0.8999999999999999,9.6,8.5,0.0,3.0,2.3,325.0,62.0,169.0,0.0,0.0,0.0,0.0,0.0,1.0999999999999999,1.6999999999999997
792,Macadamia Nut,No allergy,28.35,203.55,Healthy Fats,3.9123,21.4893,3.43035,2.23965,2.268,0.0,1.4175,1.3041,104.328,36.855,53.298,0.6804,0.0,24.0975,1.16235,0.3402,0.0567,0.0,28.35,717.9894179894179,13.799999999999999,75.8,12.099999999999998,7.9,7.999999999999999,0.0,5.0,4.6,368.0,129.99999999999997,188.0,2.4,0.0,85.0,4.1,1.2,0.2,0.0
793,Nigella Seed,No allergy,5.0,17.25,Healthy Fats,0.84,1.055,0.135,0.915,0.43,0.0,4.4,0.115,32.75,19.5,22.5,0.0,0.0,46.55,0.495,0.265,0.025,1.25,5.0,345.0,16.799999999999997,21.099999999999998,2.7,18.3,8.6,0.0,88.00000000000001,2.3,655.0,390.0,450.0,0.0,0.0,930.9999999999999,9.9,5.300000000000001,0.5,25.0
794,Oak Nut,No allergy,28.35,160.74,Healthy Fats,15.0255,6.7473,0.87885,2.1546,5.01795,0.0,0.0,0.0,111.699,20.979,62.937,0.0,0.0,6.237,0.3969,0.19845,0.1134,0.0,28.35,566.984126984127,52.99999999999999,23.799999999999997,3.1,7.599999999999999,17.7,0.0,0.0,0.0,394.0,73.99999999999999,221.99999999999997,0.0,0.0,22.0,1.4,0.7,0.4,0.0
795,Pine Nut,No allergy,28.0,188.44,Healthy Fats,3.6624,19.1436,1.37172,3.8332,1.036,0.0,0.56,1.0052,167.16,70.28,161.0,2.52,0.0,4.48,1.5484,1.806,2.6124,9.772,28.0,673.0,13.08,68.37,4.899,13.69,3.6999999999999997,0.0,2.0,3.5900000000000003,597.0,251.00000000000003,575.0,9.0,0.0,16.0,5.53,6.45,9.33,34.900000000000006
796,Pistachio,No allergy,28.0,157.63,Healthy Fats,7.6076,12.7092,1.55988,5.768,2.968,0.0,0.28,2.1868,287.0,33.88,137.2,0.644,0.0,8.68,1.0976,0.8344,0.714,0.476,28.0,562.9642857142857,27.169999999999998,45.39,5.571,20.599999999999998,10.6,0.0,1.0,7.809999999999999,1025.0,121.00000000000001,489.99999999999994,2.3,0.0,31.0,3.92,2.98,2.55,1.6999999999999997
797,Pomegranate Aril,No allergy,87.0,72.21,Healthy Fats,16.791,1.0179,0.087,1.4268,3.045,0.0,2.61,12.4671,179.22,13.92,29.58,5.568,0.0,8.7,0.261,0.3132,0.522,14.268,87.0,83.0,19.3,1.17,0.1,1.6400000000000001,3.4999999999999996,0.0,3.0,14.330000000000002,206.0,16.0,34.0,6.4,0.0,10.0,0.3,0.36,0.6,16.400000000000002
798,Poppy Seed,No allergy,28.0,147.0,Healthy Fats,7.8764,11.8048,1.38544,5.0372,5.46,0.0,3.92,0.2772,201.32,97.16,231.0,0.224,0.0,3.92,2.604,2.212,2.212,9.548,28.0,525.0,28.13,42.160000000000004,4.948,17.990000000000002,19.5,0.0,13.999999999999998,0.9900000000000001,719.0,347.0,825.0,0.8,0.0,13.999999999999998,9.3,7.9,7.9,34.1
799,Pumpkin Seed,No allergy,28.0,35.28,Healthy Fats,1.4028,1.4,0.28812,1.4616,0.476,0.0,1.96,0.2436,63.0,42.28,73.36,0.168,0.0,12.88,0.3192,0.266,0.4676,0.14,28.0,126.0,5.01,5.0,1.029,5.220000000000001,1.6999999999999997,0.0,6.999999999999999,0.8700000000000001,225.0,151.0,262.0,0.6,0.0,46.0,1.14,0.95,1.67,0.5
800,Quinoa Seed,No allergy,185.0,680.8,Healthy Fats,118.4,11.1,1.85,25.9,12.95,0.0,9.25,1.85,1041.55,364.45,845.45,0.0,3.7,86.95,9.25,5.55,3.7,0.0,185.0,368.0,64.0,6.0,1.0,13.999999999999998,6.999999999999999,0.0,5.0,1.0,563.0,197.0,457.0,0.0,2.0,47.0,5.0,3.0,2.0,0.0
801,Sesame Seed,No allergy,9.0,51.57,Healthy Fats,2.07,4.5,0.63,1.62,1.08,0.0,0.99,0.0,42.12,31.59,56.61,0.0,0.81,87.75,1.26,0.63,2.25,0.0,9.0,573.0,23.0,50.0,7.000000000000001,18.000000000000004,12.000000000000002,0.0,11.0,0.0,468.0,351.0,629.0,0.0,9.000000000000002,975.0,14.000000000000002,7.000000000000001,25.0,0.0
802,Soynut,No allergy,28.0,126.0,Healthy Fats,4.2,6.16,0.84,10.92,2.8,0.0,2.8,0.28,197.12,45.64,135.8,0.0,0.0,15.68,1.68,0.28,0.0,0.0,28.0,450.0,15.0,22.0,3.0,39.0,10.0,0.0,10.0,1.0,704.0,163.0,485.00000000000006,0.0,0.0,55.99999999999999,6.0,1.0,0.0,0.0
803,Squash Seed,No allergy,28.0,168.0,Healthy Fats,2.8,13.72,2.52,8.4,1.68,0.0,1.4,0.0,257.32,73.36,73.36,0.0,0.0,17.64,3.08,1.68,0.56,0.0,28.0,600.0,10.0,49.00000000000001,9.0,30.0,6.0,0.0,5.0,0.0,919.0,262.0,262.0,0.0,0.0,63.0,11.0,6.0,2.0,0.0
804,Sunflower Seed,No allergy,28.0,163.51,Healthy Fats,5.6,14.28,1.4,5.88,2.52,0.0,0.56,0.56,180.6,91.0,184.8,0.28,14.0,21.84,1.4,1.4,10.08,0.28,28.0,583.9642857142857,20.0,51.0,5.0,21.0,9.0,0.0,2.0,2.0,645.0,325.0,660.0,1.0,50.0,78.0,5.0,5.0,36.0,1.0
805,Smoothie,No allergy,350.0,273.0,Healthy Fats,63.0,0.7,0.0,3.85,5.95,3.5,24.5,52.5,574.0,42.0,108.5,94.5,280.0,2.8,7.0,164.5,1.75,1.26,350.0,78.0,18.0,0.2,0.0,1.1,1.7000000000000002,1.0,7.000000000000001,15.0,164.0,12.0,31.0,27.0,80.0,0.8,2.0,47.0,0.5,0.36
806,Avocados,No allergy,30.0,40.0,Healthy Fats,2.7,0.6,0.09,0.6,0.6,0.0,0.0,0.06,75.0,8.7,15.6,3.0,2.1,0.621,6.3,3.6,0.18,0.18,30.0,133.33333333333331,9.000000000000002,2.0,0.3,2.0,2.0,0.0,0.0,0.2,250.0,28.999999999999996,52.0,10.0,7.000000000000001,2.07,21.0,12.000000000000002,0.6,0.6
807,Green Smoothie,No allergy,400.0,200.0,Healthy Fats,40.0,4.0,0.0,8.0,8.0,0.0,160.0,20.0,1200.0,60.0,120.0,80.0,2400.0,2.0,20.0,200.0,2.0,6.0,400.0,50.0,10.0,1.0,0.0,2.0,2.0,0.0,40.0,5.0,300.0,15.0,30.0,20.0,600.0,0.5,5.0,50.0,0.5,1.5
808,Blueberry Smoothies,No allergy,400.0,200.0,Healthy Fats,48.0,2.0,0.0,4.0,4.0,16.0,16.0,36.0,272.0,48.0,212.0,44.0,568.0,1.44,3.6,88.0,76.0,1.6,400.0,50.0,12.0,0.5,0.0,1.0,1.0,4.0,4.0,9.0,68.0,12.0,53.0,11.0,142.0,0.36,0.9000000000000001,22.0,19.0,0.4
809,ghee,No allergy,14.0,126.0,Healthy Fats,14.0,8.82,0.0,0.0,39.2,0.28,0.0,0.0,0.0,0.0,0.0,428.4,0.0,0.0,0.0,0.392,1.204,1.204,14.0,900.0,100.0,63.0,0.0,0.0,280.0,2.0,0.0,0.0,0.0,0.0,0.0,3060.0,0.0,0.0,0.0,2.8000000000000003,8.6,8.6
810,plain yogurt,No allergy,120.0,73.2,Healthy Fats,4.32,3.96,2.52,4.2,0.0,15.6,43.2,3.84,169.2,14.4,109.2,0.0,58.8,0.24,1.08,145.2,0.12,0.48,120.0,61.0,3.6000000000000005,3.3000000000000003,2.1,3.5000000000000004,0.0,13.0,36.00000000000001,3.2,141.0,12.000000000000002,91.0,0.0,49.0,0.2,0.9000000000000001,121.0,0.1,0.4
811,greek gogurt,No allergy,110.0,106.7,Healthy Fats,3.74,5.83,3.85,9.9,0.0,11.0,57.2,3.85,155.1,16.5,121.0,0.0,24.2,0.11,0.66,146.3,0.22,0.66,110.0,97.0,3.4000000000000004,5.3,3.5000000000000004,9.0,0.0,10.0,52.0,3.5000000000000004,141.0,15.0,110.00000000000001,0.0,22.0,0.1,0.6,133.0,0.2,0.6
812,sour cream,No allergy,32.0,63.36,Healthy Fats,1.184,6.4,4.16,0.832,0.0,19.2,8.96,1.184,25.28,2.24,17.6,0.48,426.56,0.0576,0.16,25.92,0.032,0.096,32.0,198.0,3.6999999999999997,20.0,13.0,2.6,0.0,60.0,28.000000000000004,3.6999999999999997,79.0,7.000000000000001,55.00000000000001,1.5,1333.0,0.18,0.5,81.0,0.1,0.3
813,butter milk,No allergy,100.0,40.0,Healthy Fats,4.8,0.9,0.6,3.3,0.0,3.0,110.0,4.8,151.0,11.0,95.0,0.0,63.0,0.03,0.2,116.0,0.03,0.4,100.0,40.0,4.8,0.9000000000000001,0.6,3.3000000000000003,0.0,3.0,110.00000000000001,4.8,151.0,11.0,95.0,0.0,63.0,0.03,0.2,115.99999999999999,0.03,0.4
814,cheese,No allergy,36.0,145.08,Protien,0.468,11.916,7.416,8.964,0.0,37.8,223.56,0.18,35.28,10.08,184.32,0.0,257.4,0.216,0.756,259.56,0.144,1.116,36.0,403.0,1.3,33.1,20.6,24.9,0.0,104.99999999999999,621.0,0.5,98.0,28.000000000000004,512.0,0.0,715.0,0.6,2.1,721.0,0.4,3.1000000000000005
815,cottage cheese,No allergy,98.0,96.03,Protien,2.6362,4.214,2.597,10.8976,0.0,10.78,356.72,2.6362,101.92,7.84,135.24,0.098,62.72,0.049,0.098,81.34,0.0882,0.392,98.0,97.98979591836735,2.69,4.300000000000001,2.65,11.120000000000001,0.0,10.999999999999998,364.0,2.69,104.0,8.0,138.0,0.1,64.0,0.05,0.1,83.0,0.09,0.4
816,skim milk,No allergy,100.0,34.0,Protien,4.8,0.2,0.06,3.4,0.0,2.0,47.0,5.0,159.0,11.0,97.0,0.0,98.0,0.1,0.1,125.0,0.05,0.4,100.0,34.0,4.8,0.2,0.06,3.4000000000000004,0.0,2.0,47.0,5.0,159.0,11.0,97.0,0.0,98.0,0.1,0.1,125.0,0.05,0.4
817,low Fat milk,No allergy,100.0,46.0,Protien,5.0,1.0,0.6,3.4,0.0,5.0,48.0,5.0,150.0,12.0,100.0,2.0,496.0,0.11,0.4,122.0,0.1,0.4,100.0,46.0,5.0,1.0,0.6,3.4000000000000004,0.0,5.0,48.0,5.0,150.0,12.0,100.0,2.0,496.0,0.11,0.4,122.0,0.1,0.4
818,whole milk,No allergy,103.0,62.83,Protien,4.944,3.399,1.957,3.296,0.0,10.3,51.5,5.15,154.5,10.3,95.79,0.0,153.47,0.103,0.103,128.75,0.103,0.103,103.0,61.0,4.8,3.3000000000000003,1.9,3.2,0.0,10.0,50.0,5.0,150.0,10.0,93.0,0.0,149.0,0.1,0.1,125.0,0.1,0.1
819,soya milk,No allergy,102.0,55.08,Protien,3.978,1.836,0.306,3.366,0.612,0.0,47.94,2.958,120.36,12.24,103.02,0.0,0.0,0.408,0.102,94.86,0.306,0.612,102.0,54.0,3.9,1.8000000000000003,0.3,3.3000000000000003,0.6,0.0,47.0,2.9000000000000004,118.0,12.0,101.0,0.0,0.0,0.4,0.1,93.0,0.3,0.6
820,cow's milk,No allergy,102.0,62.22,Protien,4.896,3.366,1.938,3.264,0.0,10.2,51.0,5.1,153.0,10.2,94.86,0.0,151.98,0.102,0.102,127.5,0.102,0.102,102.0,61.0,4.8,3.3000000000000003,1.9,3.2,0.0,10.0,50.0,5.0,150.0,10.0,93.0,0.0,149.0,0.1,0.1,125.0,0.1,0.1
821,goat's milk,No allergy,103.0,71.07,Protien,4.635,4.223,2.781,3.708,0.0,11.33,51.5,4.635,210.12,14.42,125.66,0.0,30.9,0.103,0.103,138.02,0.103,0.206,103.0,69.0,4.5,4.1000000000000005,2.7,3.6000000000000005,0.0,11.0,50.0,4.5,204.0,13.999999999999998,122.0,0.0,30.0,0.1,0.1,134.0,0.1,0.2
822,sheep's milk,No allergy,100.0,108.0,Protien,5.4,7.2,4.7,5.4,0.0,11.0,50.0,5.4,132.0,14.0,170.0,3.4,127.0,0.1,1.8,193.0,0.1,0.7,100.0,108.0,5.4,7.200000000000001,4.7,5.4,0.0,11.0,50.0,5.4,132.0,14.000000000000002,170.0,3.4000000000000004,127.0,0.1,1.8000000000000003,193.0,0.1,0.7
823,buffalo milk,No allergy,100.0,97.0,Protien,4.9,6.9,4.4,4.5,0.0,15.0,50.0,4.9,133.0,11.0,130.0,3.1,61.0,0.2,1.5,197.0,0.1,0.5,100.0,97.0,4.9,6.9,4.4,4.5,0.0,15.0,50.0,4.9,133.0,11.0,130.0,3.1,61.0,0.2,1.5,197.0,0.1,0.5
824,hot choclate,No allergy,200.0,384.0,Protien,52.8,14.4,9.0,15.2,4.8,48.0,276.0,46.8,820.0,94.0,490.0,1.8,272.0,1.5,6.8,500.0,4.8,1.6,200.0,192.0,26.400000000000002,7.200000000000001,4.5,7.6,2.4,24.0,138.0,23.4,409.99999999999994,47.0,245.00000000000003,0.9000000000000001,136.0,0.75,3.4000000000000004,250.0,2.4,0.8
825,white hot chocolate,No allergy,350.0,1781.5,Protien,213.5,87.5,52.5,17.5,2.45,210.0,763.0,203.0,1134.0,252.0,906.5,0.0,875.0,0.7,2.1,651.0,11.55,1.75,350.0,509.0,61.0,25.0,15.0,5.0,0.7000000000000001,60.0,218.00000000000003,57.99999999999999,324.0,72.0,259.0,0.0,250.0,0.2,0.6,186.0,3.3000000000000003,0.5
826,coconut hot chocolate,No allergy,350.0,1298.5,Protien,185.5,52.5,42.0,21.0,7.0,3.5,395.5,150.5,1578.5,252.0,742.0,0.7,262.5,3.85,3.5,822.5,11.55,8.05,350.0,371.0,53.0,15.0,12.0,6.0,2.0,1.0,112.99999999999999,43.0,451.0,72.0,212.0,0.2,75.0,1.1,1.0,235.0,3.3000000000000003,2.3000000000000003
827,peanut butter hot chocolate,No allergy,350.0,1715.0,Protien,164.5,80.5,42.0,49.0,14.0,80.5,514.5,136.5,1246.0,427.0,1001.0,0.0,525.0,3.885,2.1,1428.0,17.15,3.85,350.0,490.00000000000006,47.0,23.0,12.0,14.000000000000002,4.0,23.0,147.0,39.0,356.0,122.0,286.0,0.0,150.0,1.1099999999999999,0.6,408.0,4.8999999999999995,1.1
828,mint hot chocolate,No allergy,350.0,1480.5,Protien,185.5,73.5,42.0,24.5,17.5,80.5,528.5,150.5,1459.5,269.5,840.0,0.35,500.5,2.8,1.75,689.5,13.65,3.15,350.0,423.00000000000006,53.0,21.0,12.0,7.000000000000001,5.0,23.0,151.0,43.0,417.0,77.0,240.0,0.1,143.0,0.8,0.5,197.0,3.9,0.8999999999999999
829,milkshakes,No allergy,350.0,420.0,Protien,59.5,11.2,7.35,17.85,0.35,56.0,364.0,59.5,882.0,70.0,637.0,1.4,514.5,1.4,0.35,581.0,0.7,1.855,350.0,120.0,17.0,3.2,2.0999999999999996,5.1000000000000005,0.1,16.0,104.0,17.0,252.0,20.0,182.0,0.4,147.0,0.4,0.1,166.0,0.2,0.53
